numeropol,debut_pol,fin_pol,freq_paiement,langue,type_prof,alimentation,type_territoire,utilisation,presence_alarme,annee_veh,marque_voiture,sexe,date_naissance,couleur_voiture,annee_permis,myopie,cheveux,cout1,cout2,cout3,cout4,cout5,cout6,cout7,nbsin,equipe
641,30-3-1997,29-3-1998,12,A,Informaticien,Végétarien,Urbain,Travail-occasionnel,0,1997,SAAB,M,15-1-1937,Autre,1975,N,Bruns,,,,,,,,0,3
641,30-3-1998,29-3-1999,12,A,Informaticien,Végétarien,Urbain,Travail-occasionnel,0,1997,SAAB,M,15-1-1937,Autre,1975,N,Bruns,,,,,,,,0,3
641,30-3-2000,29-3-2001,12,A,Informaticien,Végétarien,Urbain,Travail-occasionnel,0,1997,SAAB,M,15-1-1937,Autre,1975,N,Bruns,31673.4472,,,,,,,1,3
641,30-3-2002,29-3-2003,12,A,Informaticien,Végétarien,Urbain,Travail-occasionnel,0,1997,SAAB,M,15-1-1937,Autre,1975,N,Bruns,,,,,,,,0,3
641,30-3-2003,29-3-2004,12,A,Informaticien,Végétarien,Urbain,Travail-occasionnel,0,1997,SAAB,M,15-1-1937,Autre,1975,N,Bruns,,,,,,,,0,3
652,6-5-1996,5-5-1997,1,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,GM,F,8-10-1971,Autre,1989,Y,Bruns,,,,,,,,0,3
652,6-5-1997,5-5-1998,1,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,GM,F,8-10-1971,Autre,1989,Y,Bruns,,,,,,,,0,3
652,6-5-1998,5-5-1999,1,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,GM,F,8-10-1971,Autre,1989,Y,Bruns,,,,,,,,0,3
652,6-5-2002,1-1-2003,1,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,GM,F,8-10-1971,Autre,1989,Y,Bruns,,,,,,,,0,3
652,2-1-2003,5-5-2003,1,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,2003,FORD,F,8-10-1971,Autre,1989,Y,Bruns,,,,,,,,0,3
652,7-1-2003,5-5-2003,1,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,0,2003,FORD,F,8-10-1971,Autre,1989,Y,Bruns,,,,,,,,0,3
661,19-5-1995,18-5-1996,12,F,Autre,Carnivore,Rural,Loisir,0,1995,AUDI,F,21-1-1947,Autre,1967,Y,Blonds,,,,,,,,0,3
661,19-5-1996,18-5-1997,12,F,Autre,Carnivore,Rural,Loisir,0,1995,AUDI,F,21-1-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
661,19-5-1997,18-5-1998,12,F,Autre,Carnivore,Rural,Loisir,0,1995,AUDI,F,21-1-1947,Autre,1967,Y,Bruns,155.5403727,,,,,,,1,3
661,19-5-1998,18-5-1999,12,F,Autre,Carnivore,Rural,Loisir,0,1995,AUDI,F,21-1-1947,Autre,1967,Y,Bruns,1068.515528,127.3167702,,,,,,2,3
661,19-5-1999,18-5-2000,12,F,Autre,Carnivore,Rural,Loisir,0,1995,AUDI,F,21-1-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
661,27-6-2000,4-4-2001,12,F,Autre,Carnivore,Urbain,Loisir,0,1995,AUDI,F,21-1-1947,Autre,1967,Y,Bruns,1272.987578,,,,,,,1,3
662,21-8-1995,22-4-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,VOLKSWAGEN,F,6-11-1964,Autre,1983,Y,Bruns,,,,,,,,0,3
662,23-4-1996,26-6-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1992,VOLKSWAGEN,F,6-11-1964,Autre,1983,Y,Blonds,,,,,,,,0,3
662,27-6-1996,5-8-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1987,NISSAN,F,6-11-1964,Autre,1983,Y,Blonds,,,,,,,,0,3
662,6-8-1996,22-4-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1987,NISSAN,F,6-11-1964,Autre,1983,Y,Bruns,,,,,,,,0,3
674,25-7-1995,24-7-1996,1,F,Avocat,Carnivore,Urbain,Travail-occasionnel,0,1993,VOLKSWAGEN,F,21-8-1961,Autre,1981,N,Bruns,,,,,,,,0,3
674,25-7-1996,30-12-1996,1,F,Avocat,Carnivore,Urbain,Travail-occasionnel,0,1993,VOLKSWAGEN,F,21-8-1961,Autre,1981,N,Bruns,,,,,,,,0,3
674,25-7-1997,24-7-1998,1,F,Avocat,Carnivore,Urbain,Travail-occasionnel,0,1997,VOLKSWAGEN,F,21-8-1961,Autre,1981,N,Bruns,,,,,,,,0,3
674,25-7-1998,24-7-1999,1,F,Avocat,Carnivore,Urbain,Travail-occasionnel,0,1997,VOLKSWAGEN,F,21-8-1961,Autre,1981,N,Bruns,,,,,,,,0,3
692,18-6-1995,17-6-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,HONDA,M,11-3-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
692,18-6-1996,30-4-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,HONDA,M,11-3-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
692,1-5-1997,17-6-1997,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,HONDA,M,11-3-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
692,18-6-1997,17-6-1998,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,HONDA,M,11-3-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
692,12-12-1998,17-6-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,11-3-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
692,18-6-1999,4-7-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,11-3-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
692,5-7-1999,24-5-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,11-3-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
692,25-5-2000,17-6-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,11-3-1947,Autre,1967,N,Blonds,,,,,,,,0,3
692,18-6-2001,17-6-2002,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,11-3-1947,Autre,1967,N,Blonds,676.0745342,239.2111801,,,,,,2,3
692,18-6-2002,17-6-2003,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,11-3-1947,Autre,1967,N,Bruns,,,,,,,,0,3
694,25-11-1996,24-11-1997,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,TOYOTA,F,28-6-1947,Autre,1967,Y,Bruns,,,,,,,,0,3
694,25-11-1997,24-11-1998,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,TOYOTA,F,28-6-1947,Autre,1967,Y,Bruns,769.242236,,,,,,,1,3
698,5-7-1995,4-7-1996,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1985,BMW,F,29-7-1967,Autre,1978,Y,Bruns,,,,,,,,0,3
698,5-7-1996,30-10-1996,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1985,BMW,F,29-7-1967,Autre,1978,Y,Bruns,,,,,,,,0,3
702,31-12-1995,30-12-1996,12,F,Informaticien,Carnivore,Rural,Loisir,1,1988,RENAULT,F,24-8-1963,Autre,1985,Y,Bruns,,,,,,,,0,3
702,31-12-1996,30-12-1997,12,F,Informaticien,Carnivore,Rural,Loisir,1,1988,RENAULT,F,24-8-1963,Autre,1985,Y,Bruns,,,,,,,,0,3
702,31-12-1997,6-4-1998,12,F,Informaticien,Carnivore,Rural,Loisir,1,1988,RENAULT,F,24-8-1963,Autre,1985,Y,Bruns,,,,,,,,0,3
702,7-4-1998,22-6-1998,12,F,Informaticien,Carnivore,Rural,Loisir,1,1998,FORD,F,24-8-1963,Autre,1985,Y,Bruns,,,,,,,,0,3
721,1-12-1995,27-6-1996,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1985,FORD,M,12-12-1947,Autre,1967,Y,Blonds,,,,,,,,0,3
721,28-6-1996,30-11-1996,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,0,1991,PEUGEOT,M,12-12-1947,Autre,1967,N,Blonds,,,,,,,,0,3
721,31-8-1998,30-11-1998,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,0,1998,TOYOTA,M,12-12-1947,Autre,1967,N,Blonds,,,,,,,,0,3
735,18-3-1995,29-6-1995,1,F,Informaticien,Végétarien,Urbain,Loisir,0,1995,BMW,M,29-12-1944,Autre,1970,Y,Bruns,984.6459627,,,,,,,1,3
747,26-3-1999,25-3-2000,1,F,Actuaire,Carnivore,Semi-urbain,Travail-quotidien,0,1997,GM,M,17-4-1931,Autre,1975,N,Bruns,,,,,,,,0,3
747,26-3-2000,25-3-2001,1,F,Actuaire,Carnivore,Semi-urbain,Travail-quotidien,0,1997,GM,M,17-4-1931,Autre,1975,N,Bruns,,,,,,,,0,3
747,26-3-2002,25-3-2003,1,F,Actuaire,Carnivore,Semi-urbain,Travail-quotidien,0,1997,GM,M,17-4-1931,Autre,1975,N,Bruns,538.0372671,,,,,,,1,3
747,26-3-2003,25-3-2004,1,F,Actuaire,Carnivore,Semi-urbain,Travail-quotidien,0,1997,GM,M,17-4-1931,Autre,1975,N,Bruns,,,,,,,,0,3
748,23-8-1995,14-12-1995,12,F,Ingénieur,Carnivore,Rural,Travail-occasionnel,1,1992,TOYOTA,M,10-10-1934,Autre,1985,Y,Bruns,,,,,,,,0,3
748,15-12-1995,22-8-1996,12,F,Ingénieur,Carnivore,Rural,Travail-occasionnel,1,1992,TOYOTA,M,10-10-1934,Autre,1985,Y,Blonds,,,,,,,,0,3
748,23-8-1996,22-8-1997,12,F,Ingénieur,Carnivore,Rural,Travail-occasionnel,1,1992,TOYOTA,M,10-10-1934,Autre,1985,Y,Bruns,,,,,,,,0,3
748,23-8-1997,19-6-1998,12,F,Ingénieur,Carnivore,Rural,Travail-occasionnel,1,1992,TOYOTA,M,10-10-1934,Autre,1985,Y,Bruns,,,,,,,,0,3
748,23-8-1999,22-8-2000,12,F,Ingénieur,Carnivore,Rural,Travail-occasionnel,0,1997,ROVER,M,10-10-1934,Autre,1985,Y,Blonds,,,,,,,,0,3
748,23-8-2000,22-4-2001,12,F,Ingénieur,Carnivore,Rural,Travail-occasionnel,0,1997,ROVER,M,10-10-1934,Autre,1985,Y,Blonds,,,,,,,,0,3
766,13-6-1997,12-6-1998,12,F,Informaticien,Carnivore,Rural,Travail-quotidien,1,1993,MAZDA,M,25-2-1953,Autre,1973,Y,Blonds,,,,,,,,0,3
766,13-6-1998,12-6-1999,12,F,Informaticien,Carnivore,Rural,Travail-quotidien,1,1993,MAZDA,M,25-2-1953,Autre,1973,Y,Blonds,,,,,,,,0,3
766,13-6-1999,12-6-2000,12,F,Informaticien,Carnivore,Rural,Travail-quotidien,1,1993,MAZDA,M,25-2-1953,Autre,1973,Y,Blonds,,,,,,,,0,3
766,13-6-2000,29-11-2000,12,F,Informaticien,Carnivore,Rural,Travail-quotidien,1,1993,MAZDA,M,25-2-1953,Autre,1973,Y,Bruns,,,,,,,,0,3
766,13-6-2001,12-6-2002,12,F,Informaticien,Carnivore,Rural,Travail-quotidien,0,2000,HONDA,M,25-2-1953,Autre,1973,Y,Bruns,,,,,,,,0,3
766,13-6-2002,12-6-2003,12,F,Informaticien,Carnivore,Rural,Travail-quotidien,0,2000,HONDA,M,25-2-1953,Autre,1973,Y,Blonds,,,,,,,,0,3
770,22-6-1995,21-3-1996,1,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1991,MERCEDES-BENZ,M,17-11-1953,Autre,1973,N,Bruns,,,,,,,,0,3
770,22-3-1996,21-6-1996,1,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1991,MERCEDES-BENZ,M,17-11-1953,Autre,1973,N,Bruns,,,,,,,,0,3
770,22-3-1997,21-6-1997,1,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1991,MERCEDES-BENZ,M,17-11-1953,Autre,1973,N,Bruns,,,,,,,,0,3
770,22-6-1997,21-6-1998,1,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1991,MERCEDES-BENZ,M,17-11-1953,Autre,1973,N,Bruns,,,,,,,,0,3
770,22-6-1998,30-8-1998,1,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1991,MERCEDES-BENZ,M,17-11-1953,Autre,1973,N,Bruns,,,,,,,,0,3
770,22-6-2000,20-12-2000,1,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1991,MERCEDES-BENZ,M,17-11-1953,Autre,1973,N,Bruns,,,,,,,,0,3
770,22-6-2002,21-6-2003,1,F,Actuaire,Carnivore,Semi-urbain,Travail-occasionnel,0,1996,MERCEDES-BENZ,M,17-11-1953,Autre,1973,N,Bruns,,,,,,,,0,3
777,9-8-1995,8-8-1996,1,F,Avocat,Carnivore,Rural,Travail-occasionnel,1,1992,TOYOTA,M,1-9-1940,Autre,1967,Y,Blonds,,,,,,,,0,3
777,9-8-1997,8-8-1998,1,F,Avocat,Carnivore,Rural,Travail-occasionnel,1,1992,TOYOTA,M,1-9-1940,Autre,1967,Y,Blonds,,,,,,,,0,3
777,9-8-1998,8-8-1999,1,F,Avocat,Carnivore,Rural,Travail-occasionnel,1,1992,TOYOTA,M,1-9-1940,Autre,1967,Y,Bruns,,,,,,,,0,3
779,6-5-1995,5-5-1996,12,F,Technicien,Végétalien,Semi-urbain,Travail-occasionnel,1,1995,NISSAN,F,6-3-1964,Autre,1990,Y,Bruns,,,,,,,,0,3
779,6-5-1996,5-5-1997,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,NISSAN,F,6-3-1964,Autre,1990,Y,Roux,,,,,,,,0,3
779,6-5-1997,25-5-1997,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,NISSAN,F,6-3-1964,Autre,1990,Y,Roux,,,,,,,,0,3
779,26-5-1997,5-5-1998,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,NISSAN,F,6-3-1964,Autre,1990,Y,Bruns,,,,,,,,0,3
779,6-5-1998,5-5-1999,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,NISSAN,F,6-3-1964,Autre,1990,Y,Bruns,,,,,,,,0,3
779,6-5-1999,5-5-2000,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,NISSAN,F,6-3-1964,Autre,1990,Y,Bruns,,,,,,,,0,3
779,6-5-2000,5-5-2001,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1995,NISSAN,F,6-3-1964,Autre,1990,Y,Bruns,,,,,,,,0,3
787,10-8-1995,9-8-1996,12,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,0,1987,TOYOTA,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,24-9-1996,29-10-1996,12,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,1,1989,PEUGEOT,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,30-10-1996,9-8-1997,12,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,1,1989,PEUGEOT,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,10-8-1997,1-9-1997,12,F,Infirmière,Carnivore,Urbain,Travail-occasionnel,1,1989,PEUGEOT,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,2-9-1997,9-8-1998,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1989,PEUGEOT,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,10-2-1999,11-2-1999,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,10-8-1999,25-7-2000,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,26-7-2000,9-8-2000,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,10-8-2000,27-5-2001,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1999,HONDA,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,28-5-2001,9-8-2001,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1989,PEUGEOT,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,1-4-2002,6-6-2002,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1989,PEUGEOT,M,30-1-1961,Autre,1979,Y,Bruns,,,,,,,,0,3
787,7-6-2002,9-8-2002,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,1,1990,FORD,M,30-1-1961,Autre,1979,Y,Blonds,,,,,,,,0,3
790,13-8-1995,12-8-1996,1,F,Actuaire,Carnivore,Urbain,Travail-occasionnel,0,1993,Autres,M,1-1-1952,Autre,1970,N,Bruns,,,,,,,,0,3
790,13-8-1996,30-12-1996,1,F,Actuaire,Carnivore,Urbain,Travail-occasionnel,0,1993,Autres,M,1-1-1952,Autre,1970,N,Bruns,,,,,,,,0,3
791,18-9-1995,18-2-1996,1,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,MITSUBISHI,M,14-5-1954,Autre,1975,Y,Bruns,242.9192547,,,,,,,1,3
796,19-1-1996,18-1-1997,1,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,HONDA,M,6-12-1924,Autre,1968,Y,Bruns,,,,,,,,0,3
796,19-1-1997,18-1-1998,1,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,HONDA,M,6-12-1924,Autre,1968,Y,Blonds,,,,,,,,0,3
796,19-1-1998,18-1-1999,1,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,HONDA,M,6-12-1924,Autre,1968,Y,Blonds,,,,,,,,0,3
796,19-1-1999,18-1-2000,1,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,HONDA,M,6-12-1924,Autre,1968,Y,Bruns,,,,,,,,0,3
799,1-4-1996,31-3-1997,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1990,FORD,F,16-9-1966,Autre,1986,Y,Bruns,,,,,,,,0,3
803,25-8-1996,24-8-1997,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1992,SUZUKI,F,15-2-1946,Autre,1971,Y,Bruns,,,,,,,,0,3
803,25-8-1997,24-8-1998,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1992,SUZUKI,F,15-2-1946,Autre,1971,Y,Bruns,,,,,,,,0,3
803,25-8-1998,24-8-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1992,SUZUKI,F,15-2-1946,Autre,1971,Y,Blonds,872.4285714,,,,,,,1,3
803,25-8-1999,1-2-2000,12,F,Technicien,Végétarien,Semi-urbain,Travail-occasionnel,1,1992,SUZUKI,F,15-2-1946,Autre,1971,Y,Bruns,,,,,,,,0,3
803,2-2-2000,24-8-2000,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1992,SUZUKI,F,15-2-1946,Autre,1971,Y,Bruns,118.2360248,,,,,,,1,3
803,25-8-2000,24-8-2001,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1992,SUZUKI,F,15-2-1946,Autre,1971,Y,Bruns,760.6149068,,,,,,,1,3
803,25-8-2001,20-10-2001,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1992,SUZUKI,F,15-2-1946,Autre,1971,Y,Bruns,78861.20497,,,,,,,1,3
803,21-10-2001,24-8-2002,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1992,SUZUKI,F,15-2-1946,Autre,1971,Y,Bruns,,,,,,,,0,3
819,15-4-1995,14-10-1995,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1995,PEUGEOT,M,1-5-1973,Autre,1991,Y,Bruns,236.9937888,,,,,,,1,3
820,7-2-1996,7-5-1996,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1993,TOYOTA,M,15-7-1950,Autre,1970,Y,Blonds,,,,,,,,0,3
820,1-11-1996,28-11-1996,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1993,TOYOTA,M,15-7-1950,Autre,1970,Y,Bruns,,,,,,,,0,3
820,29-11-1996,31-10-1997,12,F,Infirmière,Végétarien,Semi-urbain,Travail-occasionnel,0,1993,TOYOTA,M,15-7-1950,Autre,1970,Y,Bruns,,,,,,,,0,3
820,1-11-1998,31-10-1999,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1993,TOYOTA,M,15-7-1950,Autre,1970,Y,Bruns,,,,,,,,0,3
820,1-11-2000,31-10-2001,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1993,TOYOTA,M,15-7-1950,Autre,1970,Y,Bruns,250.3291925,,,,,,,1,3
820,1-11-2002,28-11-2002,12,F,Infirmière,Carnivore,Semi-urbain,Travail-occasionnel,0,1993,TOYOTA,M,15-7-1950,Autre,1970,Y,Bruns,,,,,,,,0,3
835,15-9-1995,2-6-1996,12,F,Technicien,Végétalien,Rural,Travail-occasionnel,1,1985,FIAT,F,4-4-1966,Autre,1990,Y,Bruns,,,,,,,,0,3
839,1-7-1995,4-4-1996,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,1,1995,RENAULT,M,8-3-1936,Autre,1975,Y,Blonds,,,,,,,,0,3
839,5-4-1997,4-4-1998,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,1,1995,RENAULT,M,8-3-1936,Autre,1975,Y,Bruns,,,,,,,,0,3
839,5-4-1998,4-4-1999,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,1,1995,RENAULT,M,8-3-1936,Autre,1975,Y,Bruns,,,,,,,,0,3
839,5-4-1999,4-4-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,1,1995,RENAULT,M,8-3-1936,Autre,1975,Y,Blonds,,,,,,,,0,3
839,5-4-2000,30-5-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,1,1995,RENAULT,M,8-3-1936,Autre,1975,Y,Blonds,,,,,,,,0,3
839,31-5-2000,4-4-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,0,2000,NISSAN,M,8-3-1936,Autre,1975,Y,Bruns,,,,,,,,0,3
839,5-4-2001,4-4-2002,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,0,2000,NISSAN,M,8-3-1936,Autre,1975,Y,Bruns,,,,,,,,0,3
839,5-4-2003,4-4-2004,12,F,Technicien,Carnivore,Semi-urbain,Travail-quotidien,0,2000,NISSAN,M,8-3-1936,Autre,1975,Y,Bruns,,,,,,,,0,3
856,6-7-1995,5-7-1996,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
856,6-7-1997,5-7-1998,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
856,6-7-1998,5-7-1999,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
856,6-7-1999,5-7-2000,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
856,6-7-2000,5-7-2001,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,1,1990,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
856,2-5-2002,5-7-2002,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,0,2002,ALFA ROMEO,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
858,25-7-1995,24-7-1996,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,0,1992,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
858,25-7-1996,24-7-1997,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,0,1992,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
858,25-7-1997,24-7-1998,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,0,1992,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,169.8322981,,,,,,,1,3
858,25-7-2001,6-5-2002,12,F,Ingénieur,Carnivore,Urbain,Travail-quotidien,0,1992,LANCIA,M,10-4-1927,Autre,1950,Y,Bruns,,,,,,,,0,3
860,30-8-1995,29-8-1996,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1986,MERCEDES-BENZ,M,26-7-1938,Autre,1965,N,Blonds,,,,,,,,0,3
860,30-8-1996,29-8-1997,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1986,MERCEDES-BENZ,M,26-7-1938,Autre,1965,N,Blonds,,,,,,,,0,3
860,30-8-1999,29-8-2000,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1986,MERCEDES-BENZ,M,26-7-1938,Autre,1965,N,Bruns,,,,,,,,0,3
860,30-8-2002,29-8-2003,12,F,Ingénieur,Carnivore,Rural,Travail-quotidien,1,1986,MERCEDES-BENZ,M,26-7-1938,Autre,1965,N,Bruns,,,,,,,,0,3
865,31-7-2000,31-12-2000,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,2000,FIAT,F,24-2-1961,Autre,1981,Y,Bruns,729.5465839,,,,,,,1,3
865,1-1-2001,31-12-2001,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,2000,FIAT,F,24-2-1961,Autre,1981,Y,Bruns,9517.254658,,,,,,,1,3
865,1-1-2002,31-12-2002,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,0,2000,FIAT,F,24-2-1961,Autre,1981,Y,Bruns,,,,,,,,0,3
868,3-2-1997,2-2-1998,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1987,HONDA,M,12-2-1960,Rouge,1978,Y,Bruns,,,,,,,,0,3
868,3-2-1998,28-4-1998,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1987,HONDA,M,12-2-1960,Rouge,1978,Y,Bruns,,,,,,,,0,3
868,29-4-1998,2-2-1999,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1994,HONDA,M,12-2-1960,Rouge,1978,Y,Bruns,,,,,,,,0,3
868,3-2-1999,2-2-2000,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1994,HONDA,M,12-2-1960,Rouge,1978,Y,Bruns,,,,,,,,0,3
868,3-2-2000,2-2-2001,12,F,Technicien,Végétarien,Rural,Travail-occasionnel,1,1994,HONDA,M,12-2-1960,Rouge,1978,Y,Bruns,,,,,,,,0,3
868,16-8-2001,2-2-2002,12,F,Technicien,Carnivore,Semi-urbain,Travail-occasionnel,1,1994,HONDA,M,12-2-1960,Rouge,1978,Y,Bruns,,,,,,,,0,3
