numeropol,marque_voiture,couleur_voiture,presence_alarme,license_plate
74011,MERCEDES-B,Autre,1,S13 JBO
74020,FORD,Autre,1,IKT 964
74023,RENAULT,Autre,1,354 0CW
74028,RENAULT,Rouge,1,JX0 21A
74029,RENAULT,Autre,0,689530
74037,NISSAN,Autre,1,PWX 682
74039,HONDA,Autre,1,272 966
74048,GM,Autre,1,WB7 205
74052,ALFA ROMEO,Autre,1,28 09JA
74055,RENAULT,Autre,0,A69 GCY
74088,RENAULT,Autre,0,XMQE 748
74088,MITSUBISHI,Autre,0,QX9 806
74093,PEUGEOT,Autre,1,911 327
74100,HONDA,Autre,1,126 LSB
74101,ROVER,Autre,1,680 BTW
74101,BMW,Autre,0,MI 3354
74108,PEUGEOT,Autre,1,ZR 5482
74110,RENAULT,Autre,1,OOU 106
74118,VOLKSWAGEN,Autre,0,M72 IAC
74122,BMW,Autre,1,044 WVT
74128,ALFA ROMEO,Autre,1,58 03HU
74130,SEAT,Rouge,1,583 533
74133,PEUGEOT,Autre,1,318 MYO
74133,SUZUKI,Autre,1,OJY 288
74150,GM,Rouge,1,106 810
74170,FORD,Autre,0,NOI53
74183,SEAT,Autre,1,462 9LH
74186,VOLKSWAGEN,Autre,1,LG 4291
74189,RENAULT,Autre,1,66 41BB
74189,MERCEDES-B,Autre,1,TOX 112
74190,MAZDA,Autre,1,SMX-2457
74192,FORD,Autre,0,350 AGF
74198,GM,Autre,1,03 69OH
74198,RENAULT,Autre,1,NEB-1140
74203,NISSAN,Autre,1,HLO 836
74207,MAZDA,Autre,1,SU0 765
74216,PEUGEOT,Autre,0,590 661
74221,FIAT,Autre,1,RSJ 456
74225,VOLKSWAGEN,Autre,1,301 TJY
74226,VOLKSWAGEN,Autre,1,56 45VU
74227,GM,Autre,1,GVLC-860
74238,HONDA,Autre,1,126 637
74248,HONDA,Autre,0,438 EHP
74251,FORD,Rouge,0,832 307
74255,HONDA,Autre,1,JHK 372
74255,HONDA,Autre,0,GVZV-220
74259,GM,Autre,0,CBKQ 958
74261,FIAT,Rouge,0,YUI14
74264,RENAULT,Rouge,0,697 1YG
74267,VOLKSWAGEN,Autre,0,466 269
74271,GM,Autre,0,EHR 665
74272,VOLKSWAGEN,Autre,1,MXX 687
74272,ROVER,Autre,1,HF9 86C
74276,LANCIA,Autre,1,AHSF 461
74279,GM,Autre,1,MMU 857
74281,FORD,Autre,1,W49 RRI
74288,MITSUBISHI,Autre,1,UWM 384
74293,TOYOTA,Autre,0,EC5 320
74297,HONDA,Autre,1,FMG 383
74306,GM,Autre,1,CZI-6436
74306,MITSUBISHI,Autre,0,CQW 637
74318,GM,Autre,1,BJG 567
74323,FORD,Autre,1,LCV-5273
74323,GM,Autre,0,SP 0619
74326,RENAULT,Autre,1,314 026
74338,VOLKSWAGEN,Autre,1,08 09BQ
74339,MERCEDES-B,Autre,0,493 017
74345,FIAT,Autre,0,FX2 370
74352,RENAULT,Autre,0,GVFS-072
74354,RENAULT,Rouge,0,POS 772
74361,VOLKSWAGEN,Autre,0,ZST 836
74363,HONDA,Autre,0,LAZ 590
74382,VOLKSWAGEN,Autre,1,BTZ 334
74388,PEUGEOT,Autre,0,MRG 532
74392,PEUGEOT,Autre,1,CXO 564
74408,VOLKSWAGEN,Autre,1,100 629
74408,MITSUBISHI,Autre,1,JVA 744
74412,RENAULT,Autre,1,DN3 02P
74419,VOLKSWAGEN,Autre,1,644 SVE
74419,BMW,Autre,1,TX7 297
74419,SEAT,Autre,1,757 455
74420,SEAT,Autre,0,PWER 999
74423,RENAULT,Autre,0,F86 WQX
74423,ROVER,Autre,0,316405
74425,FORD,Autre,1,369490
74427,VOLKSWAGEN,Autre,1,310333
74427,HONDA,Autre,0,RTUG 111
74446,VOLKSWAGEN,Autre,1,YCQ 135
74449,GM,Autre,1,03 70XO
74449,VOLKSWAGEN,Autre,0,364774
74462,DAIHATSU,Autre,0,V75 YNF
74464,HONDA,Autre,1,LLI 834
74464,PEUGEOT,Autre,1,USIC 000
74467,Autres,Autre,0,GVNX-148
74468,RENAULT,Autre,0,395 ZNK
74471,RENAULT,Autre,1,TKK 459
74474,PEUGEOT,Rouge,1,59 51PE
74474,MITSUBISHI,Rouge,0,266459
74479,VOLKSWAGEN,Autre,1,TOM14
74486,PEUGEOT,Autre,1,CE 7737
74486,FORD,Autre,1,YOL 119
74491,SKODA,Autre,1,458 RVS
74494,GM,Autre,1,096 2QZ
74499,GM,Autre,1,060 182
74510,VOLKSWAGEN,Rouge,1,858 NQZ
74512,VOLKSWAGEN,Autre,1,U16 BMC
74513,RENAULT,Autre,1,GVOH-049
74513,RENAULT,Autre,0,RJ1 001
74519,VOLKSWAGEN,Autre,1,UVU-9392
74526,NISSAN,Autre,1,KHI-5605
74528,ALFA ROMEO,Autre,0,UDG 562
74530,RENAULT,Autre,0,I79 OFO
74532,SEAT,Autre,1,ZDR 746
74537,Autres,Autre,1,IQI-1754
74540,PEUGEOT,Autre,1,108 BVF
74540,VOLKSWAGEN,Autre,1,HSV24
74542,NISSAN,Autre,1,XDJ54
74550,RENAULT,Autre,0,M10 HSR
74551,SAAB,Autre,1,759 997
74567,PEUGEOT,Autre,1,YGO 784
74575,BMW,Rouge,1,SE9 459
74577,PEUGEOT,Autre,1,963 LHD
74577,PEUGEOT,Autre,0,HLE 516
74581,VOLKSWAGEN,Autre,0,YFP37
74583,BMW,Rouge,0,583 BJE
74593,VOLKSWAGEN,Autre,0,IT 9591
74598,TOYOTA,Autre,1,CXT 613
74600,GM,Autre,1,KG1 08S
74604,HONDA,Autre,0,PLG 305
74606,BMW,Autre,0,ODR 136
74621,PEUGEOT,Autre,0,173 LGF
74622,GM,Autre,1,GP 8473
74622,GM,Autre,0,QH 5374
74625,RENAULT,Autre,1,130 4BA
74626,GM,Autre,0,QZR 083
74628,HONDA,Autre,1,JL9 604
74630,HONDA,Autre,1,GVFV-992
74636,MERCEDES-B,Autre,0,09 57WK
74646,VOLKSWAGEN,Autre,0,KPJ 683
74647,VOLKSWAGEN,Autre,1,HZM 121
74655,NISSAN,Autre,1,JRG 160
74667,FIAT,Autre,1,LEB36
74672,MITSUBISHI,Autre,1,NJ5 596
74676,MITSUBISHI,Autre,1,72 52QK
74676,VOLVO,Autre,1,SPL-5347
74676,NISSAN,Autre,1,GVZT-247
74687,PEUGEOT,Autre,1,SE6 04D
74687,VOLKSWAGEN,Autre,1,JJQ 385
74697,VOLVO,Autre,1,AKL 074
74699,MERCEDES-B,Autre,1,GVIA-544
74710,TOYOTA,Autre,1,218 475
74719,HONDA,Rouge,0,MOB 391
74722,RENAULT,Autre,1,ES 4304
74727,RENAULT,Autre,1,266 NXB
74732,PEUGEOT,Autre,1,WCU36
74735,FORD,Autre,1,349 RQY
74741,SEAT,Autre,0,04 00DY
74746,RENAULT,Autre,1,WUO59
74750,RENAULT,Rouge,1,EPO-7978
74752,NISSAN,Rouge,1,DR8 45D
74752,KIA,Rouge,1,39 44WH
74758,NISSAN,Autre,1,OUA 500
74772,HONDA,Autre,1,PK7 469
74772,TOYOTA,Autre,1,XP8 268
74776,FIAT,Autre,0,555 XYJ
74777,NISSAN,Autre,1,584 XKA
74777,BMW,Autre,1,OTDR 228
74780,PEUGEOT,Autre,0,UBE 548
74782,PEUGEOT,Autre,1,107 977
74786,MITSUBISHI,Autre,1,KNV 325
74787,GM,Autre,0,QZ3 21R
74796,VOLKSWAGEN,Autre,0,418 GLF
74801,FORD,Autre,1,EOA67
74806,PEUGEOT,Autre,1,KC 0984
74814,TOYOTA,Autre,1,IBJ 066
74819,Autres,Autre,0,GVXN-002
74821,AUDI,Rouge,0,BIW48
74822,LANCIA,Autre,1,AJX36
74824,VOLKSWAGEN,Autre,0,YGN 305
74825,SEAT,Autre,1,ENCB 863
74834,MAZDA,Rouge,1,FEK 636
74844,RENAULT,Autre,0,ZQW-2886
74844,SEAT,Autre,0,K46 SZD
74851,FORD,Autre,1,HXG 729
74852,VOLKSWAGEN,Autre,0,GMU 607
74856,PORSCHE,Autre,1,EN1 408
74856,PEUGEOT,Autre,1,GVEF-684
74857,GM,Autre,1,246 9DJ
74858,FORD,Rouge,1,NEJ 181
74868,VOLKSWAGEN,Rouge,1,42 55MK
74879,ROVER,Autre,1,ZU9 883
74879,SUZUKI,Autre,1,PMR 735
74886,ROVER,Autre,1,QZD54
74887,ALFA ROMEO,Autre,0,600 JEH
74890,PEUGEOT,Autre,1,329 1KW
74891,RENAULT,Autre,0,102 YDI
74893,PEUGEOT,Rouge,1,OD 7669
74895,NISSAN,Autre,1,BL 6705
74896,FIAT,Autre,0,W70 WSX
74896,RENAULT,Autre,0,62 05VC
74897,VOLKSWAGEN,Autre,1,487 069
74901,MERCEDES-B,Autre,0,H67 PVE
74904,FORD,Autre,1,NR 6759
74905,VOLKSWAGEN,Autre,1,CB 6570
74905,RENAULT,Autre,0,UV2 131
74909,FIAT,Autre,1,701498
74914,FIAT,Autre,1,VY2 443
74917,RENAULT,Autre,1,TNK31
74923,GM,Autre,1,ASS 135
74924,MAZDA,Autre,1,ZYXZ 304
74925,VOLVO,Autre,1,CV 0579
74930,RENAULT,Autre,0,44 85GQ
74933,GM,Autre,1,ZT 2353
74935,VOLVO,Rouge,1,93 17TE
74937,HONDA,Autre,1,093 5IZ
74938,RENAULT,Autre,1,PEU 603
74946,SUZUKI,Autre,1,YSY-4688
74956,HONDA,Autre,0,488 6BJ
74961,GM,Autre,1,GDX 865
74963,NISSAN,Autre,1,GVRU-591
74974,HONDA,Autre,1,GVIK-061
74975,NISSAN,Autre,1,846 278
74977,FIAT,Autre,0,622 UZU
74984,RENAULT,Autre,1,OFO08
74984,HONDA,Autre,0,GVMY-104
74996,VOLKSWAGEN,Autre,1,XRM 320
75003,FORD,Autre,1,307 941
75003,FIAT,Autre,1,664 LAJ
75006,VOLKSWAGEN,Rouge,1,224 PEP
75009,RENAULT,Autre,1,794 7JJ
75011,Autres,Autre,0,87 06JS
75021,VOLKSWAGEN,Autre,0,330 4ET
75021,VOLVO,Autre,0,GCQ 522
75026,FORD,Autre,1,EZY 318
75031,RENAULT,Autre,1,HXP 514
75034,SUZUKI,Autre,1,NSB-9052
75035,FIAT,Autre,1,ULV 329
75035,HONDA,Autre,0,515 YVA
75060,RENAULT,Autre,1,FC 8018
75065,HONDA,Autre,1,GVHO-986
75065,FORD,Autre,1,PAH 961
75066,RENAULT,Autre,0,59 09AX
75070,AUDI,Rouge,1,QG4 050
75070,HONDA,Rouge,0,LX8 96T
75079,VOLKSWAGEN,Autre,0,64 21BD
75084,SEAT,Autre,0,KDJ-0390
75086,FORD,Autre,0,783 OFS
75087,RENAULT,Rouge,0,35 48ZZ
75108,FORD,Autre,1,GVPF-046
75108,VOLKSWAGEN,Autre,1,Q21 SBK
75129,AUDI,Autre,1,13 54UX
75129,AUDI,Autre,0,257872
75131,AUDI,Autre,1,RLU 312
75132,FORD,Autre,0,MG6 47J
75145,FORD,Autre,0,633 4XY
75161,GM,Rouge,1,GVYQ-203
75164,RENAULT,Autre,0,ZNR 405
75177,BMW,Autre,0,DX 1417
75183,RENAULT,Autre,1,698274
75196,VOLKSWAGEN,Autre,0,UL 5663
75197,NISSAN,Autre,1,CQW 809
75205,AUDI,Autre,0,FMY01
75209,SKODA,Rouge,1,SYS 604
75211,GM,Autre,1,RKXF 164
75211,VOLKSWAGEN,Autre,0,BBE 819
75219,PEUGEOT,Autre,1,702 GVN
75236,GM,Autre,0,436 SZW
75237,FORD,Autre,1,BJ6 141
75238,MAZDA,Autre,1,LI 9489
75238,MITSUBISHI,Autre,1,ZBC 883
75252,SEAT,Rouge,1,GVFE-293
75262,AUDI,Autre,1,KAI92
75264,TOYOTA,Autre,0,TLH98
75272,PEUGEOT,Autre,1,405 GGR
75284,PEUGEOT,Autre,1,GPHR 872
75284,TOYOTA,Autre,1,MMZ 512
75286,VOLKSWAGEN,Autre,1,QS3 381
75286,MERCEDES-B,Autre,1,003 508
75289,NISSAN,Autre,1,GVFO-117
75289,SUZUKI,Autre,1,OZK-9207
75289,HYUNDAI,Autre,0,MU 3979
75290,HYUNDAI,Autre,1,803 177
75290,FIAT,Autre,1,463 547
75291,FIAT,Autre,1,WI 3886
75291,DAEWOO,Autre,0,NET 651
75299,MERCEDES-B,Autre,1,327 441
75301,TOYOTA,Autre,1,BHO 705
75301,VOLKSWAGEN,Autre,0,078207
75302,RENAULT,Autre,1,QG 2313
75302,PEUGEOT,Autre,1,651 OGX
75302,NISSAN,Autre,1,J25 DOW
75304,FORD,Autre,1,JN 3546
75310,LADA,Autre,1,334 4ML
75316,VOLKSWAGEN,Autre,1,281 795
75323,PEUGEOT,Autre,1,ZYE 158
75323,GM,Autre,1,GVJL-914
75342,HYUNDAI,Rouge,1,OWXD 343
75348,PEUGEOT,Autre,0,WLE 551
75353,RENAULT,Autre,1,GVSZ-922
75356,MAZDA,Autre,1,GVCL-776
75362,FIAT,Autre,1,754 UOY
75364,VOLKSWAGEN,Autre,0,SFZ 260
75364,HONDA,Autre,0,AYP 783
75368,RENAULT,Rouge,1,10 89FH
75371,RENAULT,Autre,1,GVRK-129
75371,Autres,Autre,1,GVUP-786
75371,NISSAN,Autre,0,241573
75372,VOLKSWAGEN,Autre,1,GVIV-838
75374,SEAT,Autre,0,207 MYB
75395,VOLKSWAGEN,Autre,1,11 33RC
75397,VOLKSWAGEN,Rouge,1,755101
75399,FORD,Autre,1,RRN 805
75399,GM,Autre,1,HNU 381
75402,MAZDA,Autre,1,547 646
75402,TOYOTA,Autre,1,FRR 526
75402,TOYOTA,Autre,0,15 00XY
75404,MERCEDES-B,Autre,1,K39 DQE
75404,HONDA,Autre,0,UH5 97H
75409,VOLKSWAGEN,Autre,1,GZ 1067
75409,PEUGEOT,Autre,0,TKV-3476
75410,GM,Autre,1,TOF11
75417,VOLKSWAGEN,Autre,1,MZJ 922
75420,SUZUKI,Autre,1,NOT-7961
75424,MAZDA,Autre,0,SGP-6466
75432,HONDA,Autre,1,LOS 195
75435,VOLKSWAGEN,Autre,1,242 201
75450,VOLKSWAGEN,Rouge,1,843 994
75453,AUDI,Autre,1,WL 2433
75453,MITSUBISHI,Autre,1,AH 3708
75460,AUDI,Autre,1,NX 7016
75460,VOLKSWAGEN,Autre,0,602 MYZ
75466,PEUGEOT,Autre,1,GVKK-270
75467,SEAT,Autre,0,ZOT-4429
75477,PEUGEOT,Autre,0,RS 6825
75483,NISSAN,Autre,1,TW 3755
75485,NISSAN,Autre,1,RKV41
75486,AUDI,Autre,0,VL 7542
75494,NISSAN,Autre,1,PPL94
75496,FORD,Autre,1,490 714
75496,Autres,Autre,1,JT4 965
75498,HONDA,Autre,0,HZX 787
75508,MERCEDES-B,Autre,1,206 HXD
75510,VOLKSWAGEN,Autre,1,OTP91
75510,RENAULT,Autre,1,269 502
75531,NISSAN,Autre,1,914587
75531,Autres,Autre,0,PJZ 990
75534,VOLKSWAGEN,Autre,1,K48 OBJ
75542,GM,Autre,1,284 7TJ
75548,RENAULT,Autre,1,TW9 229
75549,AUDI,Rouge,1,795 950
75549,FIAT,Rouge,1,D85 XUA
75552,VOLKSWAGEN,Autre,0,FKT-5407
75557,FIAT,Rouge,1,JHQ 846
75561,VOLKSWAGEN,Autre,1,WV 3132
75570,PEUGEOT,Autre,1,ICVI 377
75579,GM,Autre,1,823 4AJ
75582,FORD,Autre,0,068 9EB
75596,RENAULT,Rouge,0,D14 FTJ
75597,AUDI,Autre,1,MO 9077
75599,VOLKSWAGEN,Rouge,1,SL 7229
75600,Autres,Autre,0,XUI05
75610,RENAULT,Autre,1,126 YKY
75615,SKODA,Autre,1,406757
75629,PEUGEOT,Autre,0,JMF-3742
75648,MERCEDES-B,Autre,1,GVUF-935
75649,AUDI,Autre,1,184 130
75661,SKODA,Autre,0,WTD 241
75665,VOLKSWAGEN,Autre,1,372 7HZ
75666,VOLKSWAGEN,Autre,1,EKI-7976
75667,HONDA,Autre,1,792 FJN
75667,FORD,Autre,1,LS2 60O
75682,PEUGEOT,Autre,0,621 WSK
75690,TOYOTA,Autre,1,OBM34
75692,DAEWOO,Autre,1,UKH 133
75693,CHRYSLER,Autre,0,XEF 914
75696,HONDA,Autre,1,GVWL-440
75702,NISSAN,Autre,0,NMU24
75702,FORD,Autre,0,NAP 689
75703,FIAT,Autre,1,064 QJT
75703,MERCEDES-B,Autre,0,PIG 243
75705,ALFA ROMEO,Autre,0,ZYEC 147
75708,NISSAN,Autre,0,JAGR 651
75714,VOLKSWAGEN,Autre,1,810351
75721,GM,Autre,1,GVQQ-408
75731,RENAULT,Autre,0,OAW 655
75736,GM,Autre,0,411 495
75742,FIAT,Autre,0,AAG-2746
75751,SUZUKI,Autre,1,638 IKL
75755,HONDA,Autre,1,AL0 421
75755,VOLKSWAGEN,Autre,1,GH3 874
75763,MITSUBISHI,Autre,1,PBB-8431
75764,MERCEDES-B,Rouge,1,TYU 827
75766,MERCEDES-B,Autre,0,IA 6395
75772,BMW,Autre,0,KQN 614
75774,FORD,Autre,1,WQI 445
75782,PEUGEOT,Autre,1,BEZ88
75808,PEUGEOT,Autre,1,XP8 610
75808,VOLKSWAGEN,Autre,0,SWU-4799
75831,GM,Autre,1,552598
75831,GM,Autre,0,86 64RA
75840,VOLVO,Autre,1,AC7 390
75843,VOLVO,Autre,1,NY8 92M
75844,HONDA,Autre,0,YSE-6957
75845,ALFA ROMEO,Autre,0,910 YLE
75849,HONDA,Autre,1,OFR 408
75854,ROVER,Autre,0,II 5314
75857,FORD,Autre,0,FC 3458
75860,GM,Autre,1,HXT 911
75860,FIAT,Autre,1,NVG 135
75865,VOLVO,Autre,1,RD 7756
75870,FIAT,Autre,1,DO 0108
75870,NISSAN,Autre,1,667982
75877,RENAULT,Autre,1,147 NBR
75880,HYUNDAI,Autre,0,090395
75885,VOLVO,Autre,0,117 168
75885,FORD,Autre,0,KA2 55X
75900,ALFA ROMEO,Autre,0,ACXV 854
75900,BMW,Autre,0,WQJ64
75901,VOLKSWAGEN,Autre,0,69 61TY
75908,MAZDA,Autre,0,RDQ-6864
75912,FORD,Autre,1,345 6TN
75914,TOYOTA,Rouge,0,QKR 585
75915,HONDA,Autre,1,454 WKU
75921,VOLKSWAGEN,Autre,1,NXQ 955
75922,MERCEDES-B,Autre,0,ZDM-2876
75924,GM,Autre,1,991 685
75928,HONDA,Autre,1,GVYB-977
75930,NISSAN,Rouge,1,XA0 532
75948,VOLKSWAGEN,Autre,1,RDAB 989
75950,VOLKSWAGEN,Autre,1,767 151
75952,PEUGEOT,Autre,0,OXO45
75954,VOLKSWAGEN,Autre,1,GVAZ-817
75970,RENAULT,Autre,1,483 CMW
75970,CHRYSLER,Autre,0,VG 3375
75971,SEAT,Rouge,1,XPK 572
75977,RENAULT,Autre,1,RUW 294
75984,GM,Autre,1,490 KLX
75985,VOLKSWAGEN,Autre,1,ZK4 57J
75987,HONDA,Autre,0,VS9 012
75988,PEUGEOT,Autre,0,019 5EE
75992,VOLVO,Autre,0,BB 3261
75994,HONDA,Autre,1,OAQ 414
76000,RENAULT,Autre,0,72 26LB
76008,LANCIA,Autre,1,TPM19
76016,PEUGEOT,Autre,1,SZG 397
76016,VOLKSWAGEN,Autre,1,45 65GZ
76033,LANCIA,Autre,1,080 DXZ
76038,NISSAN,Autre,1,438954
76038,PEUGEOT,Autre,1,055 SDE
76050,MITSUBISHI,Autre,1,774 IKR
76065,PEUGEOT,Autre,1,ECM 424
76065,RENAULT,Autre,0,NUE 351
76070,VOLKSWAGEN,Autre,0,AJK 409
76071,VOLKSWAGEN,Autre,0,GVSU-614
76073,VOLKSWAGEN,Autre,1,RSR-6088
76075,TOYOTA,Autre,1,863 SBP
76076,RENAULT,Autre,1,GVJR-900
76078,GM,Autre,0,ZT 1299
76087,RENAULT,Autre,0,478780
76088,RENAULT,Autre,1,234 YXP
76090,SUBARU,Rouge,1,420 PLA
76090,PEUGEOT,Rouge,1,OUX 148
76097,GM,Autre,1,HRC-5940
76097,GM,Autre,0,GDN-9395
76111,ALFA ROMEO,Rouge,0,747 AEY
76113,RENAULT,Rouge,0,Q76 MFN
76120,VOLKSWAGEN,Rouge,0,S48 DVC
76132,NISSAN,Autre,0,HGP 943
76139,VOLKSWAGEN,Autre,1,LJ 8540
76151,ROVER,Autre,1,118 9CN
76157,VOLKSWAGEN,Autre,1,748 527
76162,PEUGEOT,Autre,1,673 7IM
76162,PEUGEOT,Autre,0,K59 PQF
76180,VOLKSWAGEN,Autre,0,33 69DA
76180,MITSUBISHI,Autre,1,LOK 907
76180,SEAT,Autre,0,DXZC 934
76183,VOLKSWAGEN,Autre,1,IR 2338
76192,HONDA,Autre,1,64 31LU
76193,HONDA,Autre,1,I18 BEV
76193,VOLKSWAGEN,Autre,1,328 CHW
76193,GM,Autre,1,809224
76198,ROVER,Autre,0,76 82GI
76198,HONDA,Autre,0,127895
76198,AUDI,Autre,1,GVNQ-304
76205,PEUGEOT,Autre,0,CU 8197
76205,VOLKSWAGEN,Autre,1,A47 WGB
76211,VOLKSWAGEN,Autre,1,146 953
76221,HONDA,Rouge,1,XFH56
76225,VOLKSWAGEN,Autre,0,ZWNK 031
76229,FIAT,Autre,1,BI 2251
76235,FIAT,Autre,1,A89 TIA
76237,NISSAN,Autre,1,GVDM-212
76237,FORD,Autre,1,913781
76237,GM,Autre,1,VZ8 43O
76238,BMW,Autre,0,NPN79
76239,RENAULT,Autre,0,ZR 0306
76242,BMW,Autre,0,TA 3714
76248,PEUGEOT,Autre,1,VPE 868
76257,GM,Autre,1,FP0 826
76262,SEAT,Autre,1,UWI04
76263,VOLKSWAGEN,Autre,0,UX7 804
76276,AUDI,Autre,0,FRF 715
76278,BMW,Autre,1,N43 OPM
76278,NISSAN,Autre,1,DN 6724
76285,SKODA,Rouge,1,RK 7757
76286,MERCEDES-B,Autre,0,GAQ 255
76286,BMW,Autre,0,01 39UP
76300,FIAT,Autre,1,BAA-3881
76304,VOLKSWAGEN,Autre,1,909 9JA
76307,RENAULT,Autre,1,019 UTX
76311,VOLKSWAGEN,Autre,1,625 5IO
76320,DAIHATSU,Autre,1,410 884
76325,AUDI,Autre,1,DE6 08E
76332,RENAULT,Autre,1,UAA 131
76345,VOLKSWAGEN,Autre,1,GUQ 143
76352,FORD,Autre,0,AF4 733
76356,PEUGEOT,Autre,1,288 CXF
76357,PEUGEOT,Autre,1,403 WYP
76373,FORD,Autre,0,PSH 084
76373,NISSAN,Autre,1,GVGQ-857
76373,VOLKSWAGEN,Autre,1,TDT 678
76375,VOLKSWAGEN,Autre,1,776227
76382,VOLKSWAGEN,Autre,1,GVLD-489
76383,GM,Autre,1,SE6 84N
76384,RENAULT,Autre,1,747 AKN
76392,PEUGEOT,Autre,0,BRO-8681
76393,FORD,Autre,1,TBOZ 679
76403,RENAULT,Autre,1,PG 6014
76405,MITSUBISHI,Autre,1,T34 ANW
76410,SEAT,Autre,1,YJ2 772
76410,ROVER,Autre,1,668 911
76413,VOLKSWAGEN,Autre,1,MQH28
76424,DAEWOO,Autre,0,YUN-3438
76427,RENAULT,Autre,1,CQS-5953
76430,GM,Rouge,1,725 VEN
76432,HONDA,Autre,0,633 KHZ
76434,SUZUKI,Autre,1,LQ 7790
76440,FORD,Autre,1,554 7GG
76442,AUDI,Rouge,0,ABR 286
76444,RENAULT,Rouge,1,USWL 088
76448,PEUGEOT,Autre,1,919 WHP
76470,VOLKSWAGEN,Autre,1,CAM 258
76473,NISSAN,Autre,1,FME 865
76477,TOYOTA,Autre,1,TKH 912
76477,HONDA,Autre,1,LZ 2885
76477,MERCEDES-B,Autre,0,TBAF 213
76479,GM,Autre,1,45 98UF
76485,SKODA,Autre,1,147 569
76488,MERCEDES-B,Autre,1,EL4 621
76489,PEUGEOT,Autre,1,GVBK-666
76490,RENAULT,Autre,1,823 ISO
76508,VOLKSWAGEN,Autre,0,TJ7 90D
76508,SEAT,Autre,0,UDW 656
76508,RENAULT,Autre,0,317 9OS
76523,RENAULT,Autre,1,G33 QCA
76523,VOLKSWAGEN,Autre,0,67 07EE
76526,FORD,Autre,1,AB0 39M
76531,RENAULT,Autre,1,IOH 098
76533,HONDA,Autre,1,959 432
76538,FIAT,Rouge,1,QXNU 275
76538,VOLKSWAGEN,Rouge,0,FZ3 24F
76547,VOLKSWAGEN,Autre,1,OWL 413
76551,FIAT,Autre,1,OB 8044
76556,RENAULT,Autre,0,NHI 389
76558,VOLKSWAGEN,Autre,0,763 7LX
76561,BMW,Autre,1,799 QCU
76568,PEUGEOT,Autre,1,HQH-0527
76572,FORD,Autre,1,KYM-5902
76575,HONDA,Autre,1,IVD 711
76581,GM,Autre,1,11 53AR
76593,VOLKSWAGEN,Autre,0,40 26SF
76605,VOLKSWAGEN,Autre,1,131 5FB
76606,GM,Autre,0,OB6 414
76610,SUZUKI,Autre,1,ADM 188
76613,VOLKSWAGEN,Autre,0,VU6 18V
76624,GM,Autre,0,E69 VJL
76631,RENAULT,Autre,1,OF 6040
76633,FORD,Autre,0,BK5 32O
76633,BMW,Autre,0,CPB 713
76637,FORD,Autre,1,62 74LT
76637,FORD,Autre,0,ZD 9368
76646,NISSAN,Autre,0,S52 UCM
76652,ALFA ROMEO,Autre,0,IFSE 963
76656,RENAULT,Autre,1,QKQ 591
76659,FORD,Autre,0,MSL 753
76668,TOYOTA,Rouge,1,BUD-7114
76670,VOLKSWAGEN,Autre,1,TYH 470
76677,DAEWOO,Autre,0,DYTA 922
76678,Autres,Autre,1,338 8QM
76679,GM,Autre,1,NLEI 622
76681,FORD,Autre,1,ENJF 894
76682,HONDA,Autre,0,QT 9309
76688,VOLKSWAGEN,Autre,1,766 SSO
76699,VOLKSWAGEN,Autre,1,741 KES
76704,RENAULT,Autre,1,PYL-3476
76708,AUDI,Autre,1,667 YBN
76725,NISSAN,Autre,1,PX 6513
76725,FIAT,Autre,1,B11 VAY
76725,HONDA,Autre,0,U12 HWV
76727,VOLKSWAGEN,Autre,1,410 JIS
76727,BMW,Autre,0,200586
76736,HONDA,Autre,1,008 628
76739,NISSAN,Autre,1,746 JMI
76739,MAZDA,Autre,1,DA5 06G
76741,RENAULT,Autre,1,YMK 497
76744,HONDA,Autre,0,CF 9033
76751,MERCEDES-B,Autre,1,FVMW 201
76756,MITSUBISHI,Autre,1,RML 811
76756,VOLKSWAGEN,Autre,1,J85 BPP
76761,FORD,Autre,1,558 442
76761,RENAULT,Autre,1,GOW 751
76776,RENAULT,Autre,1,456 NJF
76780,FORD,Autre,1,523 YHR
76794,BMW,Autre,0,397 XVW
76794,DAEWOO,Autre,1,039 602
76810,MITSUBISHI,Autre,0,418 4FQ
76811,VOLKSWAGEN,Autre,1,SB 9055
76812,GM,Autre,0,CQ 0977
76816,MERCEDES-B,Autre,1,BVO 954
76817,VOLKSWAGEN,Autre,0,LF 8171
76817,TOYOTA,Autre,1,XL 1580
76828,VOLKSWAGEN,Rouge,1,QNN 419
76828,RENAULT,Rouge,0,14 50SZ
76832,MAZDA,Autre,1,CAX 987
76833,TOYOTA,Rouge,1,231 3NM
76833,NISSAN,Rouge,1,QB 5915
76834,MERCEDES-B,Rouge,0,QH 7641
76836,HONDA,Autre,0,ZJF 077
76841,MERCEDES-B,Rouge,1,159 VQB
76849,FORD,Autre,1,NF8 243
76849,RENAULT,Autre,1,SU6 917
76850,VOLKSWAGEN,Autre,1,SDY 601
76857,RENAULT,Autre,1,UUN14
76860,GM,Autre,1,IX3 536
76860,FORD,Autre,1,AH 3274
76868,VOLKSWAGEN,Autre,0,GVYP-498
76873,AUDI,Autre,1,QPKK 583
76874,RENAULT,Autre,1,OB 2065
76875,GM,Autre,1,GVEA-526
76884,VOLKSWAGEN,Autre,1,521097
76889,TOYOTA,Autre,1,FQO20
